,year,name,percent,gender
100079,1980,Dennis,0.002052,boy
100080,1980,Frank,0.002011,boy
100081,1980,Philip,0.001922,boy
100082,1980,Cory,0.001917,boy
100083,1980,Brent,0.001907,boy
100084,1980,Gabriel,0.001882,boy
100085,1980,Nathaniel,0.001881,boy
100086,1980,Randy,0.001826,boy
100087,1980,Luis,0.001809,boy
100088,1980,Curtis,0.001801,boy
100089,1980,Jeffery,0.001796,boy
100090,1980,Russell,0.001764,boy
100091,1980,Alexander,0.001761,boy
100092,1980,Casey,0.001733,boy
100093,1980,Jerry,0.001723,boy
100094,1980,Wesley,0.001708,boy
100095,1980,Brett,0.00169,boy
100096,1980,Luke,0.001671,boy
100097,1980,Lucas,0.001661,boy
100098,1980,Seth,0.001644,boy
100099,1980,Billy,0.001614,boy
100100,1980,Terry,0.001611,boy
100101,1980,Mario,0.001582,boy
100102,1980,Carl,0.001581,boy
100103,1980,Ian,0.001568,boy
100104,1980,Jamie,0.001535,boy
100105,1980,Troy,0.001524,boy
100106,1980,Victor,0.001517,boy
100107,1980,Tony,0.00147,boy
100108,1980,Bobby,0.001469,boy
100109,1980,Jesus,0.001454,boy
100110,1980,Vincent,0.001452,boy
100111,1980,Alan,0.001439,boy
100112,1980,Johnny,0.001424,boy
100113,1980,Tyler,0.001414,boy
100114,1980,Adrian,0.001289,boy
100115,1980,Brad,0.001279,boy
100116,1980,Ricardo,0.001251,boy
100117,1980,Marc,0.001247,boy
100118,1980,Christian,0.001246,boy
100119,1980,Danny,0.001224,boy
100120,1980,Rodney,0.001222,boy
100121,1980,Ricky,0.001204,boy
100122,1980,Martin,0.0012,boy
100123,1980,Allen,0.001192,boy
100124,1980,Lee,0.001191,boy
100125,1980,Jimmy,0.00119,boy
100126,1980,Jon,0.001176,boy
100127,1980,Lawrence,0.001172,boy
100128,1980,Miguel,0.001172,boy
100129,1980,Willie,0.001171,boy
100130,1980,Clinton,0.001167,boy
100131,1980,Micheal,0.001162,boy
100132,1980,Andre,0.001121,boy
100133,1980,Roger,0.001118,boy
100134,1980,Henry,0.001114,boy
100135,1980,Randall,0.001092,boy
100136,1980,Kristopher,0.001085,boy
100137,1980,Walter,0.001084,boy
100138,1980,Jorge,0.001077,boy
100139,1980,Joe,0.001072,boy
100140,1980,Jay,0.001069,boy
100141,1980,Albert,0.001055,boy
100142,1980,Cody,0.001055,boy
100143,1980,Manuel,0.001026,boy
100144,1980,Roberto,0.001012,boy
100145,1980,Wayne,0.000994,boy
100146,1980,Arthur,0.000982,boy
100147,1980,Gerald,0.000982,boy
100148,1980,Jermaine,0.000975,boy
100149,1980,Isaac,0.000968,boy
100150,1980,Louis,0.000965,boy
100151,1980,Lance,0.000963,boy
100152,1980,Roy,0.000959,boy
100153,1980,Francisco,0.000952,boy
100154,1980,Trevor,0.000911,boy
100155,1980,Alex,0.000903,boy
100156,1980,Bruce,0.000889,boy
100157,1980,Evan,0.000875,boy
100158,1980,Jack,0.000873,boy
100159,1980,Jordan,0.000872,boy
100160,1980,Frederick,0.000867,boy
100161,1980,Maurice,0.000839,boy
100162,1980,Darren,0.000825,boy
100163,1980,Mitchell,0.000821,boy
100164,1980,Ruben,0.000803,boy
100165,1980,Reginald,0.000799,boy
100166,1980,Darrell,0.000789,boy
100167,1980,Jaime,0.000788,boy
100168,1980,Hector,0.000782,boy
100169,1980,Omar,0.00078,boy
100170,1980,Jonathon,0.000771,boy
100171,1980,Angel,0.000764,boy
100172,1980,Ronnie,0.00076,boy
100173,1980,Johnathan,0.000756,boy
100174,1980,Barry,0.000756,boy
100175,1980,Oscar,0.000751,boy
100176,1980,Eddie,0.000749,boy
100177,1980,Jerome,0.000745,boy
100178,1980,Terrance,0.000745,boy
100179,1980,Ernest,0.00074,boy
100180,1980,Neil,0.000727,boy
100181,1980,Damien,0.000722,boy
100182,1980,Mathew,0.000719,boy
100183,1980,Shannon,0.000718,boy
100184,1980,Calvin,0.000714,boy
100185,1980,Javier,0.000705,boy
100186,1980,Alejandro,0.000702,boy
100187,1980,Edwin,0.0007,boy
100188,1980,Eugene,0.000694,boy
100189,1980,Garrett,0.000693,boy
100190,1980,Raul,0.000693,boy
100191,1980,Kurt,0.000691,boy
100192,1980,Clint,0.000688,boy
100193,1980,Clayton,0.000688,boy
100194,1980,Leonard,0.000687,boy
100195,1980,Fernando,0.000681,boy
100196,1980,Tommy,0.000679,boy
100197,1980,Dale,0.000667,boy
100198,1980,Geoffrey,0.000661,boy
100199,1980,Marvin,0.000659,boy
100200,1980,Steve,0.000659,boy
100201,1980,Clifford,0.000656,boy
100202,1980,Beau,0.000651,boy
100203,1980,Tyrone,0.000645,boy
100204,1980,Theodore,0.000644,boy
100205,1980,Colin,0.000643,boy
100206,1980,Harold,0.000642,boy
100207,1980,Rafael,0.000639,boy
100208,1980,Kelly,0.000638,boy
100209,1980,Terrence,0.000637,boy
100210,1980,Austin,0.000627,boy
100211,1980,Joey,0.000621,boy
100212,1980,Jarrod,0.000618,boy
100213,1980,Glenn,0.000617,boy
100214,1980,Ramon,0.000616,boy
100215,1980,Cameron,0.000615,boy
100216,1980,Grant,0.000597,boy
100217,1980,Melvin,0.000596,boy
100218,1980,Brendan,0.000593,boy
100219,1980,Jessie,0.000592,boy
100220,1980,Stanley,0.000591,boy
100221,1980,Armando,0.000589,boy
100222,1980,Pedro,0.000587,boy
100223,1980,Dwayne,0.000576,boy
100224,1980,Karl,0.00057,boy
100225,1980,Levi,0.000568,boy
100226,1980,Eduardo,0.000566,boy
100227,1980,Micah,0.000565,boy
100228,1980,Ross,0.00056,boy
100229,1980,Ralph,0.00056,boy
100230,1980,Byron,0.000553,boy
100231,1980,Dominic,0.000551,boy
100232,1980,Marco,0.000543,boy
100233,1980,Chris,0.000531,boy
100234,1980,Caleb,0.00053,boy
100235,1980,Devin,0.000529,boy
100236,1980,Andy,0.000522,boy
100237,1980,Blake,0.000522,boy
100238,1980,Sergio,0.000514,boy
100239,1980,Erick,0.000502,boy
100240,1980,Noah,0.000501,boy
100241,1980,Howard,0.000498,boy
100242,1980,Francis,0.000497,boy
100243,1980,Tyson,0.000494,boy
100244,1980,Cedric,0.00049,boy
100245,1980,Heath,0.000489,boy
100246,1980,Ivan,0.000489,boy
100247,1980,Leon,0.000488,boy
100248,1980,Alberto,0.000487,boy
100249,1980,Earl,0.000485,boy
100250,1980,Damon,0.000484,boy
100251,1980,Edgar,0.000477,boy
100252,1980,Franklin,0.000472,boy
100253,1980,Alvin,0.000469,boy
100254,1980,Alfred,0.000466,boy
100255,1980,Courtney,0.000465,boy
100256,1980,Clarence,0.000464,boy
100257,1980,Harry,0.000463,boy
100258,1980,Darryl,0.000458,boy
100259,1980,Nicolas,0.000457,boy
100260,1980,Ray,0.000454,boy
100261,1980,Gilbert,0.00045,boy
100262,1980,Marshall,0.000445,boy
100263,1980,Cesar,0.000444,boy
100264,1980,Dylan,0.000443,boy
100265,1980,Alfredo,0.000442,boy
100266,1980,Dean,0.000441,boy
100267,1980,Warren,0.000435,boy
100268,1980,Clifton,0.000433,boy
100269,1980,Julio,0.000428,boy
100270,1980,Enrique,0.000427,boy
100271,1980,Kirk,0.000425,boy
100272,1980,Abraham,0.000421,boy
100273,1980,Bernard,0.000416,boy
100274,1980,Daryl,0.000413,boy
100275,1980,Arturo,0.000413,boy
100276,1980,Preston,0.00041,boy
100277,1980,Roderick,0.000409,boy
100278,1980,Elijah,0.000407,boy
100279,1980,Julian,0.000406,boy
100280,1980,Antoine,0.000404,boy
100281,1980,Ashley,0.000403,boy
100282,1980,Orlando,0.0004,boy
100283,1980,Wade,0.000397,boy
100284,1980,Andres,0.000396,boy
100285,1980,Norman,0.000392,boy
100286,1980,Drew,0.000388,boy
100287,1980,Duane,0.000388,boy
100288,1980,Spencer,0.000387,boy
100289,1980,Vernon,0.000381,boy
100290,1980,Ethan,0.000379,boy
100291,1980,Morgan,0.000379,boy
100292,1980,Leroy,0.000377,boy
100293,1980,Demetrius,0.000375,boy
100294,1980,Lonnie,0.000374,boy
100295,1980,Nelson,0.000371,boy
100296,1980,Brock,0.00037,boy
100297,1980,Nickolas,0.000367,boy
100298,1980,Dallas,0.000367,boy
100299,1980,Rene,0.000364,boy
100300,1980,Israel,0.000357,boy
100301,1980,Bryce,0.000354,boy
100302,1980,Salvador,0.00035,boy
100303,1980,Toby,0.00035,boy
100304,1980,Lewis,0.000349,boy
100305,1980,Ernesto,0.000348,boy
100306,1980,Gerardo,0.000343,boy
100307,1980,Bradford,0.00034,boy
100308,1980,Marcos,0.000339,boy
100309,1980,Fredrick,0.000335,boy
100310,1980,Taylor,0.000332,boy
100311,1980,Bryant,0.00033,boy
100312,1980,Lamar,0.00033,boy
100313,1980,Kelvin,0.00033,boy
100314,1980,Terrell,0.000327,boy
100315,1980,Jody,0.000326,boy
100316,1980,Jayson,0.000325,boy
100317,1980,Angelo,0.000325,boy
100318,1980,Glen,0.000323,boy
100319,1980,Don,0.000323,boy
100320,1980,Rocky,0.000323,boy
100321,1980,Charlie,0.000322,boy
100322,1980,Neal,0.00032,boy
100323,1980,Lorenzo,0.000315,boy
100324,1980,Fred,0.000314,boy
100325,1980,Damian,0.000313,boy
100326,1980,Jamal,0.000313,boy
100327,1980,Trent,0.000313,boy
100328,1980,Rickey,0.000312,boy
100329,1980,Kenny,0.000308,boy
100330,1980,Herbert,0.000307,boy
100331,1980,Jake,0.000304,boy
100332,1980,Rodolfo,0.000303,boy
100333,1980,Lloyd,0.000303,boy
100334,1980,Stuart,0.000302,boy
100335,1980,Greg,0.0003,boy
100336,1980,Donnie,0.000298,boy
100337,1980,Derick,0.000295,boy
100338,1980,Brady,0.000292,boy
100339,1980,Jeff,0.000292,boy
100340,1980,Felix,0.000291,boy
100341,1980,Marlon,0.000291,boy
100342,1980,Allan,0.00029,boy
100343,1980,Eli,0.000289,boy
100344,1980,Gordon,0.000286,boy
100345,1980,Quincy,0.000285,boy
100346,1980,Desmond,0.000285,boy
100347,1980,Ben,0.000279,boy
100348,1980,Darnell,0.000279,boy
100349,1980,Dwight,0.000278,boy
100350,1980,Logan,0.000278,boy
100351,1980,Julius,0.000277,boy
100352,1980,Dana,0.000274,boy
100353,1980,Leslie,0.000274,boy
100354,1980,Rusty,0.000271,boy
100355,1980,Kent,0.000269,boy
100356,1980,Darius,0.000267,boy
100357,1980,Dusty,0.000267,boy
100358,1980,Rudy,0.000267,boy
100359,1980,Pablo,0.000266,boy
100360,1980,Freddie,0.000264,boy
100361,1980,Lamont,0.000262,boy
100362,1980,Jimmie,0.000261,boy
100363,1980,Max,0.00026,boy
100364,1980,Roland,0.000258,boy
100365,1980,Abel,0.000256,boy
100366,1980,Quentin,0.000254,boy
100367,1980,Kendrick,0.000253,boy
100368,1980,Lester,0.000252,boy
100369,1980,Leo,0.000251,boy
100370,1980,Kareem,0.000248,boy
100371,1980,Noel,0.000248,boy
100372,1980,Rolando,0.000248,boy
100373,1980,Tracy,0.000248,boy
100374,1980,Jackie,0.000247,boy
100375,1980,Jamar,0.000246,boy
100376,1980,Josh,0.000246,boy
100377,1980,Darin,0.000245,boy
100378,1980,Simon,0.000245,boy
100379,1980,Gene,0.000244,boy
100380,1980,Alfonso,0.000241,boy
100381,1980,Jamaal,0.000241,boy
100382,1980,Johnnie,0.00024,boy
100383,1980,Perry,0.00024,boy
100384,1980,Scotty,0.00024,boy
100385,1980,Floyd,0.000239,boy
100386,1980,Robin,0.000239,boy
100387,1980,Carlton,0.000239,boy
100388,1980,Graham,0.000239,boy
100389,1980,Rick,0.000239,boy
100390,1980,Dewayne,0.000238,boy
100391,1980,Cornelius,0.000237,boy
100392,1980,Devon,0.000235,boy
100393,1980,Kerry,0.000233,boy
100394,1980,Chadwick,0.000231,boy
100395,1980,Guy,0.000225,boy
100396,1980,Gilberto,0.000224,boy
100397,1980,Felipe,0.000222,boy
100398,1980,Bret,0.000221,boy
100399,1980,Emmanuel,0.000221,boy
100400,1980,Cecil,0.00022,boy
100401,1980,Zachariah,0.000219,boy
100402,1980,Mike,0.000219,boy
100403,1980,Antwan,0.000218,boy
100404,1980,Rogelio,0.000218,boy
100405,1980,Milton,0.000217,boy
100406,1980,Branden,0.000215,boy
100407,1980,Frankie,0.000215,boy
100408,1980,Terence,0.000214,boy
100409,1980,Guillermo,0.000213,boy
100410,1980,Jarrett,0.000213,boy
100411,1980,Jonah,0.000213,boy
100412,1980,Ty,0.000213,boy
100413,1980,Loren,0.000211,boy
100414,1980,Oliver,0.000211,boy
100415,1980,Kurtis,0.000211,boy
100416,1980,Waylon,0.00021,boy
100417,1980,Clyde,0.000209,boy
100418,1980,Gustavo,0.000209,boy
100419,1980,Ismael,0.000208,boy
100420,1980,Dante,0.000207,boy
100421,1980,Elias,0.000207,boy
100422,1980,Johnathon,0.000205,boy
100423,1980,Landon,0.000201,boy
100424,1980,Jarod,0.0002,boy
100425,1980,Kendall,0.0002,boy
100426,1980,Herman,0.000198,boy
100427,1980,Salvatore,0.000197,boy
100428,1980,Sam,0.000197,boy
100429,1980,Alonzo,0.000196,boy
100430,1980,Ted,0.000196,boy
100431,1980,Saul,0.000195,boy
100432,1980,Fabian,0.000195,boy
100433,1980,Collin,0.000194,boy
100434,1980,Jerrod,0.000193,boy
100435,1980,Tomas,0.000193,boy
100436,1980,Isaiah,0.000192,boy
100437,1980,Rory,0.000192,boy
100438,1980,Trenton,0.000192,boy
100439,1980,Sidney,0.00019,boy
100440,1980,Alexis,0.000188,boy
100441,1980,Gavin,0.000188,boy
100442,1980,Moses,0.000188,boy
100443,1980,Owen,0.000188,boy
100444,1980,Chester,0.000188,boy
100445,1980,Clay,0.000188,boy
100446,1980,Nathanael,0.000187,boy
100447,1980,Bryon,0.000186,boy
100448,1980,Robbie,0.000186,boy
100449,1980,Gerard,0.000185,boy
100450,1980,Leonardo,0.000185,boy
100451,1980,Donovan,0.000185,boy
100452,1980,Sammy,0.000185,boy
100453,1980,Emanuel,0.000184,boy
100454,1980,Esteban,0.000184,boy
100455,1980,Jarvis,0.000184,boy
100456,1980,Hugo,0.000183,boy
100457,1980,Jonas,0.000183,boy
100458,1980,Everett,0.000181,boy
100459,1980,Dan,0.00018,boy
100460,1980,Mason,0.00018,boy
100461,1980,Elliott,0.00018,boy
100462,1980,Forrest,0.00018,boy
100463,1980,Josue,0.000177,boy
100464,1980,Nolan,0.000177,boy
100465,1980,Xavier,0.000176,boy
100466,1980,Dane,0.000174,boy
100467,1980,Dominick,0.000173,boy
100468,1980,Sheldon,0.000173,boy
100469,1980,Jarred,0.000172,boy
100470,1980,Rashad,0.000172,boy
100471,1980,Wendell,0.000172,boy
100472,1980,Kory,0.000171,boy
100473,1980,Nick,0.000171,boy
100474,1980,Ramiro,0.000169,boy
100475,1980,Marquis,0.000167,boy
100476,1980,Myron,0.000167,boy
100477,1980,Tanner,0.000167,boy
100478,1980,Garry,0.000167,boy
100479,1980,Randolph,0.000166,boy
100480,1980,Guadalupe,0.000166,boy
100481,1980,Marty,0.000166,boy
100482,1980,Lionel,0.000164,boy
100483,1980,Sherman,0.000164,boy
100484,1980,Gregg,0.000163,boy
100485,1980,Jim,0.000163,boy
100486,1980,Stephan,0.000163,boy
100487,1980,Rex,0.000162,boy
100488,1980,Reynaldo,0.000162,boy
100489,1980,Miles,0.000161,boy
100490,1980,Benny,0.00016,boy
100491,1980,Otis,0.00016,boy
100492,1980,Jerod,0.000159,boy
100493,1980,Ron,0.000159,boy
100494,1980,Reuben,0.000159,boy
100495,1980,Jess,0.000158,boy
100496,1980,Brooks,0.000156,boy
100497,1980,Noe,0.000156,boy
100498,1980,Harvey,0.000153,boy
100499,1980,Moises,0.000153,boy
100500,1980,Wilson,0.000153,boy
100501,1980,Anton,0.000153,boy
100502,1980,Efrain,0.000153,boy
100503,1980,Ira,0.000152,boy
100504,1980,Darrin,0.000152,boy
100505,1980,Harley,0.000152,boy
100506,1980,Pierre,0.000152,boy
100507,1980,Jackson,0.00015,boy
100508,1980,Deon,0.000149,boy
100509,1980,Jamel,0.000149,boy
100510,1980,Aron,0.000148,boy
100511,1980,Arnold,0.000147,boy
100512,1980,Dion,0.000147,boy
100513,1980,Elliot,0.000147,boy
100514,1980,Donnell,0.000146,boy
100515,1980,Erich,0.000146,boy
100516,1980,Humberto,0.000146,boy
100517,1980,Cole,0.000146,boy
100518,1980,Joaquin,0.000146,boy
100519,1980,Will,0.000146,boy
100520,1980,Deandre,0.000145,boy
100521,1980,Edmund,0.000145,boy
100522,1980,Lyle,0.000145,boy
100523,1980,Quinton,0.000145,boy
100524,1980,Blaine,0.000144,boy
100525,1980,Donte,0.000144,boy
100526,1980,Claude,0.000143,boy
100527,1980,Thaddeus,0.000143,boy
100528,1980,Erin,0.000142,boy
100529,1980,Amos,0.000141,boy
100530,1980,Clark,0.000141,boy
100531,1980,Colby,0.000141,boy
100532,1980,Dexter,0.000141,boy
100533,1980,Donny,0.000139,boy
100534,1980,Roman,0.000139,boy
100535,1980,Malcolm,0.000138,boy
100536,1980,Josiah,0.000137,boy
100537,1980,Santiago,0.000136,boy
100538,1980,Earnest,0.000136,boy
100539,1980,Alton,0.000135,boy
100540,1980,Damion,0.000135,boy
100541,1980,Joesph,0.000135,boy
100542,1980,Teddy,0.000135,boy
100543,1980,Ali,0.000133,boy
100544,1980,Bill,0.000133,boy
100545,1980,Stewart,0.000133,boy
100546,1980,Tobias,0.000132,boy
100547,1980,Reggie,0.000131,boy
100548,1980,Sterling,0.00013,boy
100549,1980,Wallace,0.00013,boy
100550,1980,Hunter,0.00013,boy
100551,1980,Robby,0.00013,boy
100552,1980,Ariel,0.000129,boy
100553,1980,Kasey,0.000129,boy
100554,1980,Blair,0.000129,boy
100555,1980,Jeromy,0.000128,boy
100556,1980,Vicente,0.000128,boy
100557,1980,Adan,0.000127,boy
100558,1980,Ignacio,0.000127,boy
100559,1980,Timmy,0.000127,boy
100560,1980,Randal,0.000126,boy
100561,1980,Stefan,0.000126,boy
100562,1980,Ahmad,0.000126,boy
100563,1980,Stacy,0.000126,boy
100564,1980,Tom,0.000126,boy
100565,1980,Bo,0.000125,boy
100566,1980,Avery,0.000125,boy
100567,1980,Jeramy,0.000125,boy
100568,1980,Matt,0.000125,boy
100569,1980,Wyatt,0.000125,boy
100570,1980,Elvis,0.000124,boy
100571,1980,Scottie,0.000124,boy
100572,1980,Hugh,0.000123,boy
100573,1980,Willis,0.000123,boy
100574,1980,Curt,0.000122,boy
100575,1980,Demarcus,0.000121,boy
100576,1980,Santos,0.000119,boy
100577,1980,Kristofer,0.000119,boy
100578,1980,Sonny,0.000119,boy
100579,1980,Pete,0.000118,boy
100580,1980,Zachery,0.000118,boy
100581,1980,Jed,0.000117,boy
100582,1980,Jovan,0.000117,boy
100583,1980,Quinn,0.000117,boy
100584,1980,Korey,0.000117,boy
100585,1980,Rico,0.000117,boy
100586,1980,Freddy,0.000116,boy
100587,1980,Rodrick,0.000116,boy
100588,1980,Bradly,0.000116,boy
100589,1980,Jean,0.000116,boy
100590,1980,Kris,0.000116,boy
100591,1980,Marques,0.000116,boy
100592,1980,Mickey,0.000116,boy
100593,1980,Solomon,0.000116,boy
100594,1980,Bart,0.000114,boy
100595,1980,Conrad,0.000113,boy
100596,1980,Hans,0.000113,boy
100597,1980,Jennifer,0.000113,boy
100598,1980,Reid,0.000113,boy
100599,1980,Rigoberto,0.000113,boy
100600,1980,Leland,0.000112,boy
100601,1980,Bennie,0.000112,boy
100602,1980,Brendon,0.000112,boy
100603,1980,Issac,0.000112,boy
100604,1980,Tristan,0.000112,boy
100605,1980,Chance,0.000111,boy
100606,1980,Jedediah,0.000111,boy
100607,1980,Roosevelt,0.000111,boy
100608,1980,Wilfredo,0.000111,boy
100609,1980,Jeremie,0.000111,boy
100610,1980,Luther,0.000111,boy
100611,1980,Marion,0.00011,boy
100612,1980,Sylvester,0.00011,boy
100613,1980,Emilio,0.00011,boy
100614,1980,Giovanni,0.00011,boy
100615,1980,Weston,0.00011,boy
100616,1980,Darrel,0.000109,boy
100617,1980,Virgil,0.000109,boy
100618,1980,Darrick,0.000108,boy
100619,1980,Conor,0.000107,boy
100620,1980,Reed,0.000106,boy
100621,1980,Rudolph,0.000106,boy
100622,1980,Cedrick,0.000106,boy
100623,1980,Morris,0.000106,boy
100624,1980,Cary,0.000105,boy
100625,1980,Tommie,0.000105,boy
100626,1980,Jeffry,0.000105,boy
100627,1980,Brice,0.000104,boy
100628,1980,Diego,0.000104,boy
100629,1980,Zane,0.000104,boy
100630,1980,Jerald,0.000104,boy
100631,1980,Jerad,0.000103,boy
100632,1980,Nathanial,0.000103,boy
100633,1980,Barrett,0.000102,boy
100634,1980,Brenton,0.000102,boy
100635,1980,Heriberto,0.000101,boy
100636,1980,Maxwell,0.000101,boy
100637,1980,Derik,0.0001,boy
100638,1980,Jedidiah,0.0001,boy
100639,1980,Jamey,9.9e-05,boy
100640,1980,Arron,9.9e-05,boy
100641,1980,Daren,9.8e-05,boy
100642,1980,Jamison,9.8e-05,boy
100643,1980,Keenan,9.8e-05,boy
100644,1980,Jeramie,9.8e-05,boy
100645,1980,Wilbert,9.8e-05,boy
100646,1980,Alvaro,9.7e-05,boy
100647,1980,Benito,9.7e-05,boy
100648,1980,Rodrigo,9.7e-05,boy
100649,1980,Archie,9.6e-05,boy
100650,1980,Brain,9.6e-05,boy
100651,1980,Jeremey,9.6e-05,boy
100652,1980,Marcel,9.6e-05,boy
100653,1980,Aubrey,9.5e-05,boy
100654,1980,Royce,9.5e-05,boy
100655,1980,Jefferson,9.4e-05,boy
100656,1980,Winston,9.4e-05,boy
100657,1980,Brant,9.3e-05,boy
100658,1980,Ervin,9.3e-05,boy
100659,1980,Chase,9.2e-05,boy
100660,1980,Ellis,9.2e-05,boy
100661,1980,Carlo,9.1e-05,boy
100662,1980,Leif,9.1e-05,boy
100663,1980,Lynn,9.1e-05,boy
100664,1980,Carey,9.1e-05,boy
100665,1980,Demond,9.1e-05,boy
100666,1980,Malik,9.1e-05,boy
100667,1980,Mauricio,9.1e-05,boy
100668,1980,Dillon,9e-05,boy
100669,1980,Adolfo,9e-05,boy
100670,1980,Aric,9e-05,boy
100671,1980,Ezra,9e-05,boy
100672,1980,Nigel,9e-05,boy
100673,1980,Tim,9e-05,boy
100674,1980,Vaughn,9e-05,boy
100675,1980,Dorian,8.9e-05,boy
100676,1980,Riley,8.9e-05,boy
100677,1980,Sebastian,8.9e-05,boy
100678,1980,Willard,8.9e-05,boy
100679,1980,Elmer,8.7e-05,boy
100680,1980,Jasper,8.7e-05,boy
100681,1980,Tyree,8.7e-05,boy
100682,1980,Cyrus,8.6e-05,boy
100683,1980,Dave,8.6e-05,boy
100684,1980,Demario,8.6e-05,boy
100685,1980,Deshawn,8.6e-05,boy
100686,1980,Edmond,8.6e-05,boy
100687,1980,Jasen,8.6e-05,boy
100688,1980,Laurence,8.6e-05,boy
100689,1980,Chauncey,8.5e-05,boy
100690,1980,Jamil,8.5e-05,boy
100691,1980,Raphael,8.5e-05,boy
100692,1980,Galen,8.5e-05,boy
100693,1980,Stacey,8.5e-05,boy
100694,1980,Tory,8.5e-05,boy
100695,1980,Agustin,8.4e-05,boy
100696,1980,Carson,8.4e-05,boy
100697,1980,Raheem,8.4e-05,boy
100698,1980,Leonel,8.4e-05,boy
100699,1980,Monte,8.3e-05,boy
100700,1980,Nicholaus,8.3e-05,boy
100701,1980,Dereck,8.3e-05,boy
100702,1980,Hubert,8.3e-05,boy
100703,1980,Jered,8.2e-05,boy
100704,1980,Rhett,8.2e-05,boy
100705,1980,Shayne,8.2e-05,boy
100706,1980,Van,8.2e-05,boy
100707,1980,Josef,8.1e-05,boy
100708,1980,Antwon,8e-05,boy
100709,1980,Rufus,8e-05,boy
100710,1980,Dirk,8e-05,boy
100711,1980,Kristian,8e-05,boy
100712,1980,Mack,8e-05,boy
100713,1980,Rocco,8e-05,boy
100714,1980,Vance,8e-05,boy
100715,1980,Abram,7.9e-05,boy
100716,1980,Ari,7.9e-05,boy
100717,1980,Brannon,7.9e-05,boy
100718,1980,Domingo,7.9e-05,boy
100719,1980,Lane,7.9e-05,boy
100720,1980,Louie,7.9e-05,boy
100721,1980,Seneca,7.9e-05,boy
100722,1980,Andrea,7.9e-05,boy
100723,1980,Antione,7.9e-05,boy
100724,1980,Braden,7.9e-05,boy
100725,1980,Gino,7.9e-05,boy
100726,1980,Grady,7.8e-05,boy
100727,1980,Jacques,7.8e-05,boy
100728,1980,Kristoffer,7.8e-05,boy
100729,1980,Lukas,7.8e-05,boy
100730,1980,Bernardo,7.8e-05,boy
100731,1980,Cortney,7.8e-05,boy
100732,1980,Garret,7.8e-05,boy
100733,1980,Rickie,7.8e-05,boy
100734,1980,Aldo,7.7e-05,boy
100735,1980,Brennan,7.7e-05,boy
